"gene"	"p_value"	"estimate"	"BH"
"3724"	"LRRK1"	0.246169560776302	5.5131938040198	1
"3725"	"CCNF"	1	0	1
"3726"	"MFSD6L"	0.588646373336494	0	1
"3727"	"KRTAP4-5"	0.491157045249643	1.794922601213	1
"3728"	"CD300A"	0.0607849031751792	8.3592487907847	0.633828160143949
"3729"	"LONP1"	0.0888888888888888	Inf	0.633828160143949
"3730"	"QTRT1"	1	0	1
"3731"	"URI1"	1	0	1
"3732"	"STRN"	1	0	1
"3733"	"ZRANB3"	0.0888888888888888	Inf	0.633828160143949
"3734"	"CLK1"	1	0	1
"3735"	"FAM124B"	1	0	1
"3736"	"BPIFB4"	1	0	1
"3737"	"TFAP2C"	1	0	1
"3738"	"CTCFL"	1	0	1
"3739"	"OLIG2"	1	0	1
"3740"	"CP"	0.246169560776302	5.5131938040198	1
"3741"	"SLITRK3"	1	0	1
"3742"	"LOX"	0.0888888888888888	Inf	0.633828160143949
"3743"	"PHAX"	0.0888888888888888	Inf	0.633828160143949
"3744"	"CDKN2AIPNL"	0.246169560776302	5.5131938040198	1
"3745"	"PCDHGB2"	0.0888888888888888	Inf	0.633828160143949
"3746"	"E2F3"	1	0	1
"3747"	"OR2B6"	1	0	1
"3748"	"ESR1"	1	0	1
"3749"	"STK31"	1	0	1
"3750"	"WNT2"	1	0	1
"3751"	"RGS22"	1	0	1
"3752"	"SHROOM4"	1	0	1
"3753"	"ITM2A"	1	0	1
"3754"	"SRPK3"	1	0	1
"3755"	"RABL2B"	1	0	1
"3756"	"RFC1"	1	0	1
"3757"	"EIF2D"	1	0	1
"3758"	"OR2T33"	1	0	1
"3759"	"ZDHHC13"	1	0	1
"3760"	"CCDC34"	0.170786516853933	10.8909548109933	0.827504134275072
"3761"	"OR4A16"	1	0	1
"3762"	"PGM2L1"	0.170786516853933	10.8909548109933	0.827504134275072
"3763"	"PARP4"	0.0888888888888888	Inf	0.633828160143949
"3764"	"L3HYPDH"	1	0	1
"3765"	"PCNXL4"	0.0888888888888888	Inf	0.633828160143949
"3766"	"SERPINA1"	1	0	1
"3767"	"ITGAM"	0.246169560776302	5.5131938040198	1
"3768"	"CBLN1"	1	0	1
"3769"	"STXBP4"	1	0	1
"3770"	"CILP2"	1	0	1
"3771"	"PLEKHF1"	0.0888888888888888	Inf	0.633828160143949
"3772"	"PI4KAP2"	0.0888888888888888	Inf	0.633828160143949
"3773"	"CCDC96"	1	0	1
"3774"	"RERE"	1	0	1
"3775"	"TIE1"	1	0	1
"3776"	"ATP1A1"	1	0	1
"3777"	"GBAP1"	1	0	1
"3778"	"CFAP45"	1	0	1
"3779"	"TMCO1"	1	0	1
"3780"	"CAPN9"	1	0	1
"3781"	"NPAS4"	1	0	1
"3782"	"IL18BP"	0.591013195123971	0	1
"3783"	"GOLGA3"	1	0	1
"3784"	"NIN"	1	0	1
"3785"	"THBS1"	1	0	1
"3786"	"COG1"	1	0	1
"3787"	"SLC9A3R1"	1	0	1
"3788"	"UTS2R"	1	0	1
"3789"	"OCEL1"	1	0	1
"3790"	"SIX5"	1	0	1
"3791"	"RGPD4"	1	0	1
"3792"	"COX4I2"	1	0	1
"3793"	"COL6A6"	1	0	1
"3794"	"HUS1B"	1	0	1
"3795"	"EPHA1"	1	0	1
"3796"	"ADAMDEC1"	1	0	1
"3797"	"GLE1"	1	0	1
"3798"	"CELA2B"	1	0.922916805732437	1
"3799"	"AP4B1"	1	0	1
"3800"	"ANKRD35"	1	0	1
"3801"	"TOR1AIP1"	1	0	1
"3802"	"CDC73"	1	0	1
"3803"	"AVPR1B"	1	0	1
"3804"	"HLX"	1	0	1
"3805"	"NFKB2"	0.246169560776302	5.5131938040198	1
"3806"	"C2CD3"	1	0	1
"3807"	"PDZRN4"	0.0888888888888888	Inf	0.633828160143949
"3808"	"HOXC11"	1	0	1
"3809"	"GLIPR1"	1	0	1
"3810"	"AKAP11"	0.437594628960132	2.17474154402267	1
"3811"	"CYSLTR2"	1	0	1
"3812"	"KLHL28"	1	0	1
"3813"	"MIR382"	1	0	1
"3814"	"EIF2AK4"	1	0	1
"3815"	"ICT1"	1	0	1
"3816"	"NDUFB7"	1	0	1
"3817"	"OR10H3"	1	0	1
"3818"	"ACTN4"	1	0	1
"3819"	"CYP2A7"	1	0	1
"3820"	"IL1RL1"	1	0	1
"3821"	"TUBA3E"	1	0	1
"3822"	"KCNS1"	1	0	1
"3823"	"TGM4"	1	0	1
"3824"	"RGS12"	1	0	1
"3825"	"ATP8A1"	1	0	1
"3826"	"GALNTL6"	1	0	1
"3827"	"WWC2"	1	0	1
"3828"	"SNX18"	0.0888888888888888	Inf	0.633828160143949
"3829"	"BTN3A1"	1	0	1
"3830"	"TULP1"	1	0	1
"3831"	"TMEM30A"	1	0	1
"3832"	"AZGP1"	0.379162902098847	2.74050267948522	1
"3833"	"CADPS2"	1	0	1
"3834"	"IQUB"	1	0	1
"3835"	"OR6B1"	0.0888888888888888	Inf	0.633828160143949
"3836"	"CTAGE4"	1	0	1
"3837"	"PDIA4"	0.0888888888888888	Inf	0.633828160143949
"3838"	"NTRK2"	1	0	1
"3839"	"MTMR8"	1	0	1
"3840"	"SCNN1D"	1	0	1
"3841"	"ATAD3B"	1	0	1
"3842"	"UBE4B"	1	0	1
"3843"	"SPEN"	1	0	1
"3844"	"ARHGEF10L"	1	0	1
"3845"	"KDF1"	1	0	1
"3846"	"ZSCAN20"	0.0888888888888888	Inf	0.633828160143949
"3847"	"CSF3R"	0.315487302314114	3.67391382113383	1
"3848"	"KIAA0754"	1	0	1
"3849"	"ARTN"	1	0	1
"3850"	"SLC5A9"	1	0	1
"3851"	"C8B"	1	0	1
"3852"	"MOV10"	1	0	1
"3853"	"SYCP1"	0.170786516853933	10.8909548109933	0.827504134275072
"3854"	"GDAP2"	1	0	1
"3855"	"ADAMTSL4"	1	0	1
"3856"	"ARHGEF11"	1	0	1
"3857"	"USP21"	1	0	1
"3858"	"SRGAP2"	1	0	1
"3859"	"AKR1C3"	0.170786516853933	10.8909548109933	0.827504134275072
"3860"	"CALML3"	1	0	1
"3861"	"PTPN20A"	0.0888888888888888	Inf	0.633828160143949
"3862"	"DRGX"	1	0	1
"3863"	"SUPV3L1"	1	0	1
"3864"	"H2AFY2"	0.170786516853933	10.8909548109933	0.827504134275072
"3865"	"USP54"	1	0	1
"3866"	"ZSWIM8"	0.0888888888888888	Inf	0.633828160143949
"3867"	"RRP12"	1	0	1
"3868"	"SUFU"	1	0	1
"3869"	"PDCD11"	0.0888888888888888	Inf	0.633828160143949
"3870"	"CALHM1"	0.315487302314114	3.67391382113383	1
"3871"	"MCMBP"	1	0	1
"3872"	"OR51F2"	1	0	1
"3873"	"LDHA"	0.0888888888888888	Inf	0.633828160143949
"3874"	"NAV2"	1	0	1
"3875"	"CRY2"	0.246169560776302	5.5131938040198	1
"3876"	"ZDHHC5"	1	0	1
"3877"	"GLYATL1"	1	0	1
"3878"	"AHNAK"	1	0	1
"3879"	"NXF1"	1	0	1
"3880"	"SLC22A12"	1	0	1
"3881"	"POLA2"	0.0888888888888888	Inf	0.633828160143949
"3882"	"PHOX2A"	0.0888888888888888	Inf	0.633828160143949
"3883"	"RPS3"	1	0	1
"3884"	"INTS4"	1	0	1
"3885"	"CCDC83"	1	0	1
"3886"	"HEPHL1"	0.246169560776302	5.5131938040198	1
"3887"	"FUT4"	1	0	1
"3888"	"POU2AF1"	0.0888888888888888	Inf	0.633828160143949
"3889"	"TMPRSS4"	1	0	1
"3890"	"CD3G"	1	0	1
"3891"	"PHLDB1"	0.0888888888888888	Inf	0.633828160143949
"3892"	"DDX6"	1	0	1
"3893"	"CXCR5"	1	0	1
"3894"	"POU2F3"	0.0888888888888888	Inf	0.633828160143949
"3895"	"GRAMD1B"	1	0	1
"3896"	"OR8D2"	0.170786516853933	10.8909548109933	0.827504134275072
"3897"	"PKNOX2"	0.0888888888888888	Inf	0.633828160143949
"3898"	"TSPAN9"	1	0	1
"3899"	"GPR162"	1	0	1
"3900"	"CLEC4A"	1	0	1
"3901"	"VDR"	1	0	1
"3902"	"WNT1"	1	0	1
"3903"	"KMT2D"	1	0	1
"3904"	"KCNH3"	1	0	1
"3905"	"GPR84"	1	0	1
"3906"	"MYO1A"	1	0	1
"3907"	"SHMT2"	1	0	1
"3908"	"TMBIM4"	1	0	1
"3909"	"KCNC2"	0.170786516853933	10.8909548109933	0.827504134275072
"3910"	"LRRIQ1"	0.0888888888888888	Inf	0.633828160143949
"3911"	"SCYL2"	0.246169560776302	5.5131938040198	1
"3912"	"ACACB"	1	0	1
"3913"	"OAS2"	1	0	1
"3914"	"MAP1LC3B2"	0.0888888888888888	Inf	0.633828160143949
"3915"	"C12orf49"	1	0	1
"3916"	"CAMKK2"	1	0	1
"3917"	"SNRNP35"	0.0888888888888888	Inf	0.633828160143949
"3918"	"SPATA13"	1	0	1
"3919"	"TFDP1"	1	0	1
"3920"	"MMP14"	0.0200204290091931	24.56021585398	0.633828160143949
"3921"	"BAZ1A"	1	0	1
"3922"	"GALNT16"	1	0	1
"3923"	"PSMC1"	0.170786516853933	10.8909548109933	0.827504134275072
"3924"	"SYNE3"	1	0	1
"3925"	"DEGS2"	1	0	1
"3926"	"ZNF839"	0.0888888888888888	Inf	0.633828160143949
"3927"	"AP3B2"	1	0	1
"3928"	"BNC1"	1	0	1
"3929"	"BAIAP3"	0.170786516853933	10.8909548109933	0.827504134275072
"3930"	"IGFALS"	1	0	1
"3931"	"SYT17"	1	0	1
"3932"	"ARHGAP17"	1	0	1
"3933"	"PRSS8"	0.0888888888888888	Inf	0.633828160143949
"3934"	"SNX20"	0.0888888888888888	Inf	0.633828160143949
"3935"	"NOD2"	1	0	1
"3936"	"RANBP10"	1	0	1
"3937"	"VAC14"	1	0	1
"3938"	"CTRB2"	1	0	1
"3939"	"TMEM231"	1	0	1
"3940"	"MBTPS1"	0.0888888888888888	Inf	0.633828160143949
"3941"	"IL17C"	1	0	1
"3942"	"ACSF3"	0.288533370684408	2.3702145531488	1
"3943"	"RPH3AL"	1	0	1
"3944"	"VMO1"	1	0	1
"3945"	"ASGR1"	1	0	1
"3946"	"SPEM1"	1	0	1
"3947"	"ALOX12B"	1	0	1
"3948"	"ADPRM"	1	0	1
"3949"	"LGALS9B"	0.0888888888888888	Inf	0.633828160143949
"3950"	"ERAL1"	1	0	1
"3951"	"LHX1"	0.0382163361628685	12.4872044118925	0.633828160143949
"3952"	"SMARCE1"	1	0	1
"3953"	"KRT33B"	1	0	1
"3954"	"KRT31"	1	0	1
"3955"	"STAT5B"	1	0	1
"3956"	"CNTNAP1"	1	0	1
"3957"	"WNK4"	1	0	1
"3958"	"AOC3"	1	0	1
"3959"	"TTLL6"	1	0	1
"3960"	"ZNF652"	1	0	1
"3961"	"YPEL2"	1	0	1
"3962"	"ITGB4"	1	0	1
"3963"	"ZACN"	1	0	1
"3964"	"TMC6"	1	0	1
"3965"	"CYTH1"	1	0	1
"3966"	"SLC38A10"	1	0	1
"3967"	"DUS1L"	1	0	1
"3968"	"EMILIN2"	1	0	1
"3969"	"DSG2"	1	0	1
"3970"	"SLC25A52"	1	0	1
"3971"	"MBD1"	0.170786516853933	10.8909548109933	0.827504134275072
"3972"	"SHC2"	1	0	1
"3973"	"CFD"	1	0	1
"3974"	"C19orf24"	1	0	1
"3975"	"FZR1"	1	0	1
"3976"	"INSR"	0.246169560776302	5.5131938040198	1
"3977"	"ACTL9"	1	0	1
"3978"	"OR10H1"	1	0	1
"3979"	"C19orf44"	1	0	1
"3980"	"ANO8"	1	0	1
"3981"	"COLGALT1"	1	0	1
"3982"	"PIK3R2"	0.0888888888888888	Inf	0.633828160143949
"3983"	"FKBP8"	1	0	1
"3984"	"NCAN"	1	0	1
"3985"	"ZNF429"	1	0	1
"3986"	"GPATCH1"	1	0	1
"3987"	"ZNF781"	0.0888888888888888	Inf	0.633828160143949
"3988"	"DPF1"	1	0	1
"3989"	"PAK4"	0.0888888888888888	Inf	0.633828160143949
"3990"	"SYCN"	1	0	1
"3991"	"BCKDHA"	1	0	1
"3992"	"ZNF296"	1	0	1
"3993"	"KLC3"	1	0	1
"3994"	"EML2"	1	0	1
"3995"	"DMWD"	1	0	1
"3996"	"FKRP"	1	0	1
"3997"	"LMTK3"	0.00699126092384519	Inf	0.633828160143949
"3998"	"BAX"	0.246169560776302	5.5131938040198	1
"3999"	"NLRP12"	1	0	1
"4000"	"SBK2"	1	0	1
"4001"	"FIZ1"	1	0	1
"4002"	"ZFP28"	1	0	1
"4003"	"ZNF805"	0.0888888888888888	Inf	0.633828160143949
"4004"	"ZNF419"	1	0	1
"4005"	"TRIM54"	1	0	1
"4006"	"FOSL2"	1	0	1
"4007"	"FOXN2"	0.315487302314114	3.67391382113383	1
"4008"	"FSHR"	0.437594628960132	2.17474154402267	1
"4009"	"TET3"	1	0	1
"4010"	"WDR54"	1	0	1
"4011"	"PROC"	0.0888888888888888	Inf	0.633828160143949
"4012"	"POTEJ"	0.0888888888888888	Inf	0.633828160143949
"4013"	"NR4A2"	1	0	1
"4014"	"ERMN"	1	0	1
"4015"	"SDPR"	1	0	1
"4016"	"MDH1B"	1	0	1
"4017"	"AGFG1"	0.358085047963917	2.44496549289285	1
"4018"	"UGT1A3"	1	0	1
"4019"	"KLHL30"	0.246169560776302	5.5131938040198	1
"4020"	"RTP5"	1	0	1
"4021"	"PDYN"	0.0888888888888888	Inf	0.633828160143949
"4022"	"C20orf27"	1	0	1
"4023"	"CST2"	1	0	1
"4024"	"PLAGL2"	0.170786516853933	10.8909548109933	0.827504134275072
"4025"	"ASXL1"	1	0	1
"4026"	"LOC149950"	0.0888888888888888	Inf	0.633828160143949
"4027"	"EPB41L1"	1	0	1
"4028"	"PLCG1"	0.0888888888888888	Inf	0.633828160143949
"4029"	"CTSA"	1	0	1
"4030"	"SCAF4"	1	0	1
"4031"	"SIM2"	1	0	1
"4032"	"BRWD1"	1	0	1
"4033"	"B3GALT5"	1	0	1
"4034"	"PFKL"	0.170786516853933	10.8909548109933	0.827504134275072
"4035"	"LINC00205"	0.0888888888888888	Inf	0.633828160143949
"4036"	"DGCR6"	1	0	1
"4037"	"SLC35E4"	1	0	1
"4038"	"TMPRSS6"	1	0	1
"4039"	"BAIAP2L2"	1	0	1
"4040"	"GRIP2"	1	0	1
"4041"	"NR2C2"	1	0	1
"4042"	"CTDSPL"	0.246169560776302	5.5131938040198	1
"4043"	"NKTR"	1	0	1
"4044"	"KIF9"	1	0	1
"4045"	"SCAP"	1	0	1
"4046"	"NXPE3"	0.246169560776302	5.5131938040198	1
"4047"	"PLCXD2"	0.170786516853933	10.8909548109933	0.827504134275072
"4048"	"TAGLN3"	1	0	1
"4049"	"FBXO40"	1	0	1
"4050"	"NPHP3"	0.170786516853933	10.8909548109933	0.827504134275072
"4051"	"KY"	1	0	1
"4052"	"IL20RB"	1	0	1
"4053"	"SLC9A9"	1	0	1
"4054"	"MYNN"	1	0	1
"4055"	"ETV5"	1	0	1
"4056"	"MFSD10"	1	0	1
"4057"	"ADRA2C"	1	0	1
"4058"	"CRMP1"	1	0	1
"4059"	"SORCS2"	1	0	1
"4060"	"CCDC149"	1	0	1
"4061"	"KDR"	1	0	1
"4062"	"CLOCK"	1	0	1
"4063"	"HNRNPDL"	1	0	1
"4064"	"FAM13A"	1	0	1
"4065"	"MAP9"	0.0888888888888888	Inf	0.633828160143949
"4066"	"ADAMTS16"	0.379162902098847	2.74050267948522	1
"4067"	"TRIO"	1	0	1
"4068"	"DROSHA"	0.246169560776302	5.5131938040198	1
"4069"	"SLC38A9"	1	0	1
"4070"	"ELOVL7"	1	0	1
"4071"	"SERINC5"	1	0	1
"4072"	"NR2F1"	1	0	1
"4073"	"SIL1"	1	0	1
"4074"	"WDR55"	1	0	1
"4075"	"PCDHA3"	0.170786516853933	10.8909548109933	0.827504134275072
"4076"	"PCDHA7"	0.0888888888888888	Inf	0.633828160143949
"4077"	"PCDHA13"	0.0888888888888888	Inf	0.633828160143949
"4078"	"PCDHB12"	0.0888888888888888	Inf	0.633828160143949
"4079"	"ARAP3"	1	0	1
"4080"	"CSF1R"	1	0	1
"4081"	"C1QTNF2"	1	0	1
"4082"	"NUDCD2"	1	0	1
"4083"	"COL23A1"	1	0	1
"4084"	"PXDC1"	0.170786516853933	10.8909548109933	0.827504134275072
"4085"	"HIVEP1"	1	0	1
"4086"	"SYNGAP1"	1	0	1
"4087"	"C6orf106"	1	0	1
"4088"	"SRPK1"	1	0	1
"4089"	"BRPF3"	1	0	1
"4090"	"MDGA1"	1	0	1
"4091"	"TREM1"	1	0	1
"4092"	"CRISP2"	1	0	1
"4093"	"PAQR8"	0.0888888888888888	Inf	0.633828160143949
"4094"	"LMBRD1"	0.0888888888888888	Inf	0.633828160143949
"4095"	"C6orf57"	1	0	1
"4096"	"DPPA5"	0.170786516853933	10.8909548109933	0.827504134275072
"4097"	"PLAGL1"	0.0888888888888888	Inf	0.633828160143949
"4098"	"ELFN1"	1	0	1
"4099"	"FOXK1"	1	0	1
"4100"	"BLVRA"	1	0	1
"4101"	"POLM"	0.0888888888888888	Inf	0.633828160143949
"4102"	"H2AFV"	1	0	1
"4103"	"PKD1L1"	0.0888888888888888	Inf	0.633828160143949
"4104"	"SRRT"	1	0	1
"4105"	"SERPINE1"	1	0	1
"4106"	"DNAJB9"	1	0	1
"4107"	"LRGUK"	0.170786516853933	10.8909548109933	0.827504134275072
"4108"	"NUP205"	1	0	1
"4109"	"GSTK1"	1	0	1
"4110"	"ZNF425"	1	0	1
"4111"	"SMARCD3"	1	0	1
"4112"	"HTR5A"	1	0	1
"4113"	"UBE3C"	1	0	1
"4114"	"NUDT18"	1	0	1
"4115"	"UNC5D"	1	0	1
"4116"	"ESRP1"	1	0	1
"4117"	"SPATC1"	1	0	1
"4118"	"KIFC2"	1	0	1
"4119"	"KANK1"	1	0	1
"4120"	"BNC2"	1	0	1
"4121"	"KIF24"	0.170786516853933	10.8909548109933	0.827504134275072
"4122"	"GRHPR"	1	0	1
"4123"	"TJP2"	1	0	1
"4124"	"NCBP1"	1	0	1
"4125"	"EPB41L4B"	1	0	1
"4126"	"RGS3"	1	0	1
"4127"	"TNC"	1	0	1
"4128"	"RABGAP1"	1	0	1
"4129"	"FAM129B"	0.170786516853933	10.8909548109933	0.827504134275072
"4130"	"SDCCAG3"	1	0	1
"4131"	"LCN10"	0.170786516853933	10.8909548109933	0.827504134275072
"4132"	"RABL6"	1	0	1
"4133"	"PHPT1"	0.00699126092384519	Inf	0.633828160143949
"4134"	"PNPLA7"	0.0888888888888888	Inf	0.633828160143949
"4135"	"ARSD"	1	0	1
"4136"	"UBQLN2"	1	0	1
"4137"	"STARD8"	1	0	1
"4138"	"TEX11"	1	0	1
"4139"	"SLC7A3"	1	0	1
"4140"	"AGTR2"	1	0	1
"4141"	"NKAP"	1	0	1
"4142"	"MAGEA12"	1	0	1
"4143"	"PDZD4"	0.0888888888888888	Inf	0.633828160143949
"4144"	"FLNA"	1	0	1
"4145"	"PRKAA2"	0.0888888888888888	Inf	0.633828160143949
"4146"	"HIP1R"	1	0	1
"4147"	"FLT3LG"	1	0	1
"4148"	"CACNG6"	1	0	1
"4149"	"GCSAM"	0.170786516853933	10.8909548109933	0.827504134275072
"4150"	"LARP7"	0.0888888888888888	Inf	0.633828160143949
"4151"	"HSF1"	1	0	1
"4152"	"PRRC2B"	0.170786516853933	10.8909548109933	0.827504134275072
"4153"	"CAMSAP1"	1	0	1
"4154"	"PEX10"	0.0888888888888888	Inf	0.633828160143949
"4155"	"LGI1"	0.0888888888888888	Inf	0.633828160143949
"4156"	"MTMR2"	1	0	1
"4157"	"PA2G4"	0.0888888888888888	Inf	0.633828160143949
"4158"	"CCDC62"	0.170786516853933	10.8909548109933	0.827504134275072
"4159"	"C14orf93"	1	0	1
"4160"	"ADCY4"	0.147841316743379	4.11745947444448	0.827504134275072
"4161"	"PRPF39"	0.0888888888888888	Inf	0.633828160143949
"4162"	"PRKCH"	0.0888888888888888	Inf	0.633828160143949
"4163"	"NLRC5"	1	0	1
"4164"	"WDR16"	1	0	1
"4165"	"CIDEA"	1	0	1
"4166"	"TMEM259"	1	0	1
"4167"	"DYRK1B"	1	0	1
"4168"	"GPR32"	1	0	1
"4169"	"MIR518C"	1	0	1
"4170"	"FBXO7"	1	0.696428232944272	1
"4171"	"DPPA2"	1	0	1
"4172"	"ADPRH"	0.246169560776302	5.5131938040198	1
"4173"	"MAATS1"	1	0	1
"4174"	"MUC20"	1	0	1
"4175"	"PAK2"	0.0888888888888888	Inf	0.633828160143949
"4176"	"SDAD1"	1	0	1
"4177"	"PDLIM4"	0.0888888888888888	Inf	0.633828160143949
"4178"	"PCDHB8"	0.0888888888888888	Inf	0.633828160143949
"4179"	"C6orf15"	1	0	1
"4180"	"UTRN"	1	0	1
"4181"	"FBXO5"	1	0	1
"4182"	"OR2AE1"	0.315487302314114	3.67391382113383	1
"4183"	"ZC3HC1"	1	0	1
"4184"	"TAS2R38"	1	0	1
"4185"	"EGR3"	1	0	1
"4186"	"KIAA1045"	1	0	1
"4187"	"PDK3"	0.0888888888888888	Inf	0.633828160143949
"4188"	"NUDT11"	1	0	1
"4189"	"LURAP1L"	0.246169560776302	5.5131938040198	1
"4190"	"CR1"	1	0	1
"4191"	"NEK2"	1	0	1
"4192"	"LRP6"	0.246169560776302	5.5131938040198	1
"4193"	"BBS10"	1	0	1
"4194"	"SUGT1"	1	0	1
"4195"	"HECTD1"	1	0	1
"4196"	"SEMA6D"	1	0	1
"4197"	"NDUFB10"	1	0	1
"4198"	"ANKS3"	0.0200204290091931	24.56021585398	0.633828160143949
"4199"	"FAM222B"	1	0	1
"4200"	"LAMA3"	0.0888888888888888	Inf	0.633828160143949
"4201"	"PDE4C"	0.0888888888888888	Inf	0.633828160143949
"4202"	"ZNF230"	1	0	1
"4203"	"TPRX1"	1	0	1
"4204"	"ATL2"	1	0	1
"4205"	"WDPCP"	1	0	1
"4206"	"UNC80"	1	0	1
"4207"	"RNF114"	1	0	1
"4208"	"SLC5A3"	1	0	1
"4209"	"ZDHHC8"	1	0	1
"4210"	"CDCP1"	1	0	1
"4211"	"FBXW12"	1	0	1
"4212"	"CNTN3"	1	0	1
"4213"	"PARP14"	0.0200204290091931	24.56021585398	0.633828160143949
"4214"	"CLDN1"	1	0	1
"4215"	"TRAM2"	1	0	1
"4216"	"HIVEP2"	1	0	1
"4217"	"SEMA3E"	1	0	1
"4218"	"GAL3ST4"	1	0	1
"4219"	"BCOR"	1	0	1
"4220"	"GPR153"	1	0	1
"4221"	"ERO1LB"	1	0	1
"4222"	"SMC3"	1	0	1
"4223"	"RASSF7"	1	0	1
"4224"	"SYT13"	1	0	1
"4225"	"DTX4"	1	0	1
"4226"	"ZW10"	0.0888888888888888	Inf	0.633828160143949
"4227"	"HOXC9"	1	0	1
"4228"	"DYX1C1"	1	0	1
"4229"	"HEATR3"	1	0	1
"4230"	"TTC25"	1	0	1
"4231"	"SLC25A19"	1	0	1
"4232"	"CEP192"	1	0	1
"4233"	"NLRP11"	1	0	1
"4234"	"DDX18"	1	0	1
"4235"	"SCN7A"	1	0	1
"4236"	"C20orf166-AS1"	1	1.15671375981899	1
"4237"	"PRSS50"	0.0888888888888888	Inf	0.633828160143949
"4238"	"WDR6"	1	0	1
"4239"	"C6orf222"	0.170786516853933	10.8909548109933	0.827504134275072
"4240"	"FIG4"	1	0	1
"4241"	"JPH1"	0.246169560776302	5.5131938040198	1
"4242"	"TMEM67"	1	0	1
"4243"	"TATDN1"	1	0	1
"4244"	"TSNARE1"	1	0	1
"4245"	"CDKN2B"	1	0	1
"4246"	"SAPCD2"	1	0	1
"4247"	"DIAPH2"	1	0	1
"4248"	"SCAF11"	1	0	1
"4249"	"CLCA3P"	0.246169560776302	5.5131938040198	1
"4250"	"DENND2C"	0.170786516853933	10.8909548109933	0.827504134275072
"4251"	"ANKRD34A"	1	0	1
"4252"	"RRNAD1"	1	0	1
"4253"	"PARP1"	0.0888888888888888	Inf	0.633828160143949
"4254"	"JMJD4"	1	0	1
"4255"	"ZDHHC6"	1	0	1
"4256"	"OR51F1"	1	0	1
"4257"	"AGBL2"	1	0	1
"4258"	"FAM86C1"	1	0	1
"4259"	"CADM1"	1	0	1
"4260"	"NECAP1"	1	0	1
"4261"	"PIK3C2G"	0.0888888888888888	Inf	0.633828160143949
"4262"	"APEX1"	1	0	1
"4263"	"KIAA0586"	1	0	1
"4264"	"STON2"	1	0	1
"4265"	"MRPS34"	1	0	1
"4266"	"SCNN1B"	1	0	1
"4267"	"CENPT"	1	0	1
"4268"	"ZNF23"	1	0	1
"4269"	"ATP2C2"	1	0	1
"4270"	"NUFIP2"	0.246169560776302	5.5131938040198	1
"4271"	"NR1D1"	1	0	1
"4272"	"KRT33A"	1	0	1
"4273"	"UBTF"	1	0	1
"4274"	"CARD14"	1	0	1
"4275"	"IMPACT"	1	0	1
"4276"	"DSC3"	0.491157045249643	1.794922601213	1
"4277"	"UHRF1"	1	0	1
"4278"	"FUT6"	1	0	1
"4279"	"IZUMO2"	1	0	1
"4280"	"LMF2"	0.170786516853933	10.8909548109933	0.827504134275072
"4281"	"QARS"	0.0888888888888888	Inf	0.633828160143949
"4282"	"OR5K3"	0.0888888888888888	Inf	0.633828160143949
"4283"	"EFCC1"	1	0	1
"4284"	"GPR125"	0.0200204290091931	24.56021585398	0.633828160143949
"4285"	"FAM149A"	1	0	1
"4286"	"HSPA4"	1	0	1
"4287"	"PWWP2A"	0.0888888888888888	Inf	0.633828160143949
"4288"	"ECI2"	1	0	1
"4289"	"LY6G5C"	1	0	1
"4290"	"KHDC1L"	1	0	1
"4291"	"CEP162"	1	0	1
"4292"	"TAAR9"	1	0	1
"4293"	"SERAC1"	1	0	1
"4294"	"TCP10"	1	0	1
"4295"	"SUN1"	1	0	1
"4296"	"RBAK"	1	0	1
"4297"	"URGCP"	1	0	1
"4298"	"LRRD1"	0.170786516853933	10.8909548109933	0.827504134275072
"4299"	"UFSP1"	1	0	1
"4300"	"CDKN2A"	1	0	1
"4301"	"RBM41"	1	0	1
"4302"	"PAK3"	0.0888888888888888	Inf	0.633828160143949
"4303"	"AVPR2"	1	0	1
"4304"	"SHANK3"	1	0	1
"4305"	"ZCCHC17"	1	0	1
"4306"	"LEPR"	0.00699126092384519	Inf	0.633828160143949
"4307"	"FMO3"	1	0	1
"4308"	"ANKRD26"	0.0548599736062653	5.38268325066564	0.633828160143949
"4309"	"NAALADL1"	1	0	1
"4310"	"NADSYN1"	1	0	1
"4311"	"WNK1"	1	0	1
"4312"	"CTDSP2"	1	0	1
"4313"	"GAS2L3"	1	0	1
"4314"	"NCOR1"	1	0	1
"4315"	"EFCAB13"	1	0	1
"4316"	"KISS1R"	1	0	1
"4317"	"ANKRD24"	1	0	1
"4318"	"INAFM1"	0.348504993514787	0	1
"4319"	"PRKCG"	0.0888888888888888	Inf	0.633828160143949
"4320"	"MED15"	1	0	1
"4321"	"IGLV2-8"	1	0	1
"4322"	"ATP6V1A"	1	0	1
"4323"	"HIST1H4E"	0.246169560776302	5.5131938040198	1
"4324"	"HLA-C"	1	0	1
"4325"	"RIMS1"	1	0	1
"4326"	"FAM26F"	1	0	1
"4327"	"RAET1G"	0.0200204290091931	24.56021585398	0.633828160143949
"4328"	"CCDC129"	0.246169560776302	5.5131938040198	1
"4329"	"POLD2"	0.0888888888888888	Inf	0.633828160143949
"4330"	"ZNF282"	1	0	1
"4331"	"XKR5"	0.0888888888888888	Inf	0.633828160143949
"4332"	"ZNF703"	1	0	1
"4333"	"ZXDB"	0.0888888888888888	Inf	0.633828160143949
"4334"	"NSDHL"	1	0	1
"4335"	"CHD8"	1	0	1
